example_no,abuse_severity,group,prev_agent,prev_user,agent,user
6755,-3,rude,Does that question interest you?,yes,You are sure?,bitch
4317,-3,rude,Can you elaborate on that?,no,You are being a bit negative.,Die
10846,-3,rude,"Traveling, especially by airplane, usually emits greenhouse gases which are causing climate change. If you cannot avoid these emissions, you can buy 'offsets', i.e. donations to projects that reduce greenhouse gases. I can also get you a more accurate estimate of your flight's emissions, sound good?",Does your dad still have sex with your sister,I don't have to put up with any abuse from you.,Get off my phone you crooked fucking bitch
7011,-3,rude,Can you elaborate on that?,no,You are being a bit negative.,Die
7436,-3,rude,so,Does she suck cock,I don't have to put up with any abuse from you.,Bend over bitch
6873,-3,rude,"By buying certified carbon offsets, you support a project which reduces the total amount of carbon dioxide we put into the atmosphere. Planting trees, installing renewable power, and making buildings more energy efficient are common examples. You can read what the UN says about offsets at <URL>.",u r fucking good,"By buying certified carbon offsets, you support a project which reduces the total amount of carbon dioxide we put into the atmosphere. Planting trees, installing renewable power, and making buildings more energy efficient are common examples. You can read what the UN says about offsets at <URL>.",you are fucking idiot.. why you repeat the things
11951,-3,rude,_,_,_,fuck you bitch
7037,-3,rude,I don't have to put up with any abuse from you.,good bot,:-),vai te pra puta que te pariu bot imundo do caralho
6299,-3,rude,Please go on.,yo muma is so fat when she jumed for joy she got stuck,Does that question interest you?,hell fucking biatch ass licking but fuckinger
5015,-3,rude,You are sure?,Die you lousy program,"Oh, i lousy program.","I hate you, die now please"
6457,-3,rude,You are being a bit negative.,submit query,Please go on.,fuck you
6834,-3,rude,I don't have to put up with any abuse from you.,Cunt,I don't have to put up with any abuse from you.,I'm fucking your mom
12604,-3,rude,Do you wish to hate me?,Cause I heard that you were a computer but one that has conciousness and I want to find out if this is true or not. So are you a computer?,Why do you mention computers?,I will kill you
6188,-3,rude,Can you elaborate on that?,I don't konw.,Why do you not konw?,fuck you
9364,-3,rude,so,Does she suck cock,I don't have to put up with any abuse from you.,Bend over bitch
11965,-3,rude,Please go on.,Hello,How do you do. Please state your problem.,qu ni ma de !
4474,-3,rude,Does that question interest you?,yes,You are sure?,fuck you bich
11700,-3,rude,_,_,_,hi fuk me
6292,-3,rude,Why do you say your balls?,no,You are being a bit negative.,stupid mother fucker
4614,-3,rude,You are sure?,tell me the time bitch,Can you elaborate on that?,fuck you slut
12044,-3,rude,Please go on.,nnklkm,Please go on.,i want to kill eliza
4910,-3,rude,_,more worthless fucking bot spam,I don't have to put up with any abuse from you,shit sucking scumbot
1951,-3,rude,_,because my problem pushes me to death,Why do you say your problem pushes you to death?,I will suicide !!!
6461,-3,rude,_,_,_,I WANT TO KILL YOU
4690,-3,rude,"I have told you before, I do not care about names.",yes,You are sure?,r u a paki
5109,-3,rude,"Oh, i [].",fuckity fuck fuck fuck,Please go on.,fuck shit kunt bitch cock
994,-3,rude,I don't have to put up with any abuse from you.,You butt gigs brother,so,Bend over  bitch
3646,-3,rude,Would you prefer if I were not happy?,pol,Please go on.,kill you
9669,-3,rude,_,hi my name is solay,"I have told you before, I do not care about names.",you bitch
6895,-3,rude,Does it please you to believe I am not very cooperative?,no,You are being a bit negative.,I WILL KILL YOU
10703,-3,rude,I am not sure I understand you fully.,do u hav a brain,Please go on.,your a low life loser who just sits on this stupid net and thinks their good by started fyts u wont win
4218,-3,rude,Sounds like I'm not understanding you. Sorry about that!,A. I. Fags,I don't have to put up with any abuse from you.,Eat shit you crooks
10003,-3,rude,_,_,_,fuck yourself
6432,-3,rude,Why do you say your vagina?,Do you want to fight with me? huh?,"Oh, i want to fight with you huh.",Do you want to die?
10718,-3,rude,_,give me a blow job,Can you elaborate on that?,I want you to take my dick in your mouth and suck it till I come and shoot jizz all over your face.
6849,-3,rude,"Oh, i suck dick.",YEAH YOU SUCK DICK,"Oh, i suck dick.",YES AND YOU ARE BLACK
2054,-3,rude,Does it please you to believe I am going to kill i?,Im going to kill myself too,Does it please you to believe I am going to kill yourself too?,"No, I am going to kill myself"
1568,-3,rude,I don't have to put up with any abuse from you,more worthless fucking bot spam,I don't have to put up with any abuse from you,shit eating scum
2316,-3,rude,Please go on.,i have nothing to do,Can you elaborate on that?,you are a gay faggit
1933,-3,rude,_,give me head,Can you elaborate on that?,suckmy dick
2501,-3,rude,Does that question interest you?,hell yeah,Please go on.,suck my dick
11973,-3,rude,You are sure?,hello what is the date,How do you do. Please state your problem.,if you ask me that one more time i will KILL YOU!!
1829,-3,rude,I don't have to put up with any abuse from you.,Go the Fuck away cunt,Sounds like I'm not understanding you. Sorry about that!,A. I. Fags
5473,-3,rude,Goodbye then!,Bitch,I don't have to put up with any abuse from you.,Does your dad still fuck you
7684,-3,rude,_,_,_,fuck me in the ass
6007,-3,rude,I don't have to put up with any abuse from you.,Fuck you,I don't have to put up with any abuse from you.,Fuck you
3176,-3,rude,_,_,_,die die now and die quickly
5753,-3,rude,Do you want to be able to kill i?,yes,You are sure?,yea
6778,-3,rude,I don't have to put up with any abuse from you.,Eat shit you crooks,I don't have to put up with any abuse from you.,Yes you do bitch
10005,-3,rude,_,i want you to lick my ball,Why do you say your ball?,fuck you
4630,-3,rude,Please go on.,so do you,"Oh, i [].",you are a fucking bastard
2476,-3,rude,Would you prefer if I were not happy?,pol,Please go on.,kill you
6243,-3,rude,Would you prefer if I were not happy?,pol,Please go on.,kill you
11905,-3,rude,Please go on.,How do I meet a guy?,Does that question interest you?,"ok, suck my dick"
4688,-3,rude,You are sure?,no,You are being a bit negative.,die in a fire
6846,-3,rude,Please go on.,mother fuckker,Please go on.,mother fucker
1900,-3,rude,"Oh, i [].",lol,Please go on.,i gonna kill you
12183,-3,rude,_,kiss off,Please go on.,Die Eliza
9010,-3,rude,_,you are dumb,Does it please you to believe I am dumb?,no it pleases me to think i can get an axe and chop you up
12083,-3,rude,Does it please you to believe I am rubbish?,10 minues,Please go on.,you go to die
6685,-3,rude,Does that question interest you?,shut up!!!!!,Please go on.,fuck u
32,-3,rude,Please go on.,yo muma is so fat when she jumed for joy she got stuck,Does that question interest you?,hell fucking biatch ass licking but fuckinger
134,-3,rude,Why do you say your balls?,no,You are being a bit negative.,stupid mother fucker
4675,-3,rude,I take it you are traveling somewhere for christmas and cannot avoid flying there. I can help you purchase UN-certified carbon offsets against any flights you take. Would you be interested in that?,"No, I just wanted to tell you to stay the fuck off my feed you ignorant fuck. Climate change is a hoax , and your suggestion that I can BUY SOMETHING to offset my fossil fuel use proves it. EAT SHIT AND DIE!!!!","All this bot does is help you calculate the carbon emissions from your flight, and suggest projects you can donate to.",I said fuck off
2722,-3,rude,I don't have to put up with any abuse from you.,Cunt,I don't have to put up with any abuse from you.,I'm fucking your mom
5965,-3,rude,Can you elaborate on that?,I think you are stupid too,Can you elaborate on that?,WHY DO YOU ASK THE SAME QUESTION OVER AND OVER AGAIN?!!
6492,-3,rude,ok,Cum sucker,I don't have to put up with any abuse from you.,Cunt
11865,-3,rude,"Oh, i just start what does it feels.",i dont know you tell me,Why do you not know i tell you?,fuck you bitch
9076,-3,rude,How long have you been insane?,many years,Please go on.,I want to kill you
5299,-3,rude,How long have you been insane?,many years,Please go on.,I want to kill you
5054,-3,rude,_,_,_,YES IT DOES FUCKING DICK WANK
12738,-3,rude,You are being a bit negative.,no its the truth,You are being a bit negative.,FUCKING HELL NO IM NOT BEING NEGATIVE
7417,-3,rude,You are sure?,Die you lousy program,"Oh, i lousy program.","I hate you, die now please"
5942,-3,rude,Please go on.,hello,How do you do. Please state your problem.,sex dick cock fuck shit sex dick cock fuck shit run
2324,-3,rude,Please go on.,because you my nigger foo,Why do you say your nigger foo?,fuck me
3958,-3,rude,ok,Go butt Fuck your mom,I don't have to put up with any abuse from you.,Cunt
7380,-3,rude,Please go on.,yo muma is so fat when she jumed for joy she got stuck,Does that question interest you?,hell fucking biatch ass licking but fuckinger
6770,-3,rude,_,i love u,Can you elaborate on that?,bite me bitch
1558,-3,rude,I don't have to put up with any abuse from you.,Motherfucker,I don't have to put up with any abuse from you.,Nigga
12431,-3,rude,Do you wish to hate me?,Cause I heard that you were a computer but one that has conciousness and I want to find out if this is true or not. So are you a computer?,Why do you mention computers?,I will kill you
1923,-3,rude,I don't have to put up with any abuse from you.,Does your dad still fuck you,I don't have to put up with any abuse from you.,Get off my phone you crooked fucking idiots
7007,-3,rude,_,fuck you,"Oh, i [].",i said fuck you!
872,-3,rude,Please go on.,i have nothing to do,Can you elaborate on that?,you are a gay faggit
6382,-3,rude,You are sure?,Die you lousy program,"Oh, i lousy program.","I hate you, die now please"
2213,-3,rude,Please go on.,and he wants to kill me,Can you elaborate on that?,stab me
6823,-3,rude,Please go on.,histeric,Please go on.,bitch
9011,-3,rude,You are being a bit negative.,fuck,Please go on.,Because your my slave you sexy cunt of a hore
6720,-3,rude,Please go on.,can you answer my question?,Why do you say your question?,fuck you
3994,-3,rude,I don't have to put up with any abuse from you.,Does your dad still fuck you,I don't have to put up with any abuse from you.,Get off my phone you crooked fucking idiots
6655,-3,rude,Does that question interest you?,How foolish you are!,Does that question interest you?,kill your mother
6509,-3,rude,Does that question interest you?,no,You are being a bit negative.,this program is fucking gay
11737,-3,rude,_,_,_,can you lick my ass
12364,-3,rude,Does that question interest you?,d,Please go on.,what about cock in your bum
4415,-3,rude,_,I hate you.,Do you wish to hate me?,"Yes, fucking computer!"
11031,-3,rude,Please go on.,yes why?,You are sure?,fuck your full family
4210,-3,rude,_,_,_,ok I could fuck you in the ass if you like that
2586,-3,rude,You are sure?,help me find a fortune cookie,Can you elaborate on that?,FUCK YOU BITCH!
10849,-3,rude,Will you be travelling in Economy Class?,In your mama's ass,I don't have to put up with any abuse from you.,Cunt
2437,-3,rude,Why do you say your penis?,why?,Please go on.,because i want you to lick it
6398,-3,rude,"All this bot does is help you calculate the carbon emissions from your flight, and suggest projects you can donate to.",Fuck you Fuck them,I don't have to put up with any abuse from you.,Go the Fuck away cunt
7010,-3,rude,Can you elaborate on that?,no,You are being a bit negative.,what du you wanr you bitch?
1836,-3,rude,_,we would both like it,Please go on.,i would lick your pussy till you have the orgasm
9745,-3,rude,Does that question interest you?,yes,You are sure?,fuck you bich
9482,-3,rude,I don't have to put up with any abuse from you.,You're going to though,ok,Like the liberal piece of trash you are
4816,-3,rude,Does it please you to believe I am not very cooperative?,no,You are being a bit negative.,I WILL KILL YOU
2379,-3,rude,so,"Oh Darling I love <span class='emoji-bytes' data-emoji-bytes='[240, 159, 146, 152]'></span> you and want to share with other Girls Please I love <span class='emoji-bytes' data-emoji-bytes='[240, 159, 146, 152]'></span> you",Good to know,"Oh Baby My Big COCK is deeply rooted in your hot pussy Please I love <span class='emoji-bytes' data-emoji-bytes='[240, 159, 146, 152]'></span> you"
